,Unnamed: 0,Ticker,Category,Api key,Entry reasons,Exit reasons,Description,Conclusion,Entry time,Leverage,MFE,MAE,Avg. entry price,Exit time,Avg. exit price,Duration,Side,Percent,Net profit (%),Funding,PNL,Cumulative PNL,QTY,Peak qty,Volume,Commission,Month
496,496,DOGEUSDT,,Api-hs1,,,,,2024-08-04 14:03:03,0.01001406,0.4741,-0.2023,0.15819,2024-08-04 14:03:20,0.15859,0 days 00:00:17,LONG,0.25,0.0,0.0,3.999999999999772,6025.899999999967,13800.0,13800.0,4371.564,0.01529219,2024-08
497,497,DYDXUSDT,,Api-hs1,,,,,2024-08-04 16:18:03,0.00997857,0.2441,-0.4611,3.687,2024-08-04 16:19:49,3.696,0 days 00:01:46,LONG,0.24,0.0,0.0,3.799999999999954,6029.699999999967,590.0,590.0,4355.97,0.01523793,2024-08
498,498,UNIUSDT,,Api-hs1,,,,,2024-08-04 16:29:02,0.01147322,0.2639,-32.0,12.506,2024-08-04 16:29:33,12.537,0 days 00:00:31,LONG,0.25,0.0,0.0,4.400000000000545,6034.099999999968,200.0,200.0,5008.599999999999,0.0175208,2024-08
499,499,ALICEUSDT,,Api-hs1,,,,,2024-08-04 17:41:03,0.01001462,0.2496,-0.0499,2.003,2024-08-04 17:41:51,2.008,0 days 00:00:48,LONG,0.25,0.0,0.0,3.899999999999863,6037.999999999967,1090.0,1090.0,4371.990000000001,0.01529379,2024-08
500,500,ALICEUSDT,,Api-hs1,,,,,2024-08-04 17:47:02,0.02001787,0.0,-2.568,1.96581982,2024-08-04 18:38:11,1.971,0 days 00:51:09,LONG,0.26,0.0,0.0,9.099999999999682,6047.099999999967,2220.0,2220.0,8739.74,0.02403328,2024-08
501,501,IOTAUSDT,,Api-hs1,,,,,2024-08-04 17:52:03,0.0100054,0.3035,-0.2428,0.3295,2024-08-04 17:54:02,0.3303,0 days 00:01:59,LONG,0.24,0.0,0.0,3.799999999999954,6050.899999999967,6620.0,6620.0,4367.875999999999,0.01527962,2024-08
502,502,IMXUSDT,,Api-hs1,,,,,2024-08-04 18:00:09,0.00995826,0.2547,-0.2354,3.1015,2024-08-04 18:00:26,3.1093,0 days 00:00:17,LONG,0.25,0.0,0.0,3.899999999999863,6054.799999999967,700.0,700.0,4347.56,0.01520827,2024-08
503,503,INJUSDT,,Api-hs1,,,,,2024-08-04 23:20:04,0.00935682,0.2745,-0.4093,40.801,2024-08-04 23:32:04,40.903,0 days 00:12:00,LONG,0.25,0.0,0.0,3.700000000000045,6058.499999999966,50.0,50.0,4085.2,0.01429054,2024-08
504,504,FILUSDT,,Api-hs1,,,,,2024-08-04 23:26:01,0.01018832,0.6239,-1.1489,10.097,2024-08-05 00:09:04,10.122,0 days 00:43:03,LONG,0.25,0.0,-0.01190714,2.799999999999727,6061.299999999967,220.00000000000003,220.00000000000003,4448.18,0.01556038,2024-08
505,505,TIAUSDT,,Api-hs1,,,,,2024-08-05 01:05:02,0.0070151,0.2569,-0.1334,15.2954,2024-08-05 01:06:01,15.3336,0 days 00:00:59,LONG,0.25,0.0,0.0,2.699999999999818,6063.999999999966,100.0,100.0,3062.9,0.01071442,2024-08
506,506,ADAUSDT,,Api-hs1,,,,,2024-08-05 02:18:02,0.01013494,0.2625,-0.3675,0.762,2024-08-05 02:19:47,0.7639,0 days 00:01:45,LONG,0.25,0.0,0.0,3.999999999999772,6067.999999999966,2900.0,2900.0,4425.11,0.01547961,2024-08
507,507,DOGEUSDT,,Api-hs1,,,,,2024-08-05 04:00:03,0.04999561,357.0,-1.6781,0.19606,2024-08-05 04:08:25,0.19537,0 days 00:08:22,SHORT,0.35,0.01,0.0,30.7000000000005,6098.699999999967,55600.0,55600.0,21763.508,0.07622982,2024-08
508,508,XLMUSDT,,Api-hs1,,,,,2024-08-05 04:21:02,0.00998328,0.2583,-0.0068,0.1471,2024-08-05 04:21:28,0.14747,0 days 00:00:26,LONG,0.25,0.0,0.0,3.999999999999772,6102.699999999967,14800.0,14800.0,4359.636,0.01525051,2024-08
509,509,XLMUSDT,,Api-hs1,,,,,2024-08-05 04:24:04,0.01001913,0.3205,-225.0,0.14664,2024-08-05 04:25:34,0.14701,0 days 00:01:30,LONG,0.25,0.0,0.0,3.999999999999772,6106.699999999967,14900.0,14900.0,4375.385,0.01530557,2024-08
510,510,DOGEUSDT,,Api-hs1,,,,,2024-08-05 04:50:03,0.01002151,0.2837,-0.1418,0.17625,2024-08-05 04:50:10,0.17669,0 days 00:00:07,LONG,0.25,0.0,0.0,3.899999999999863,6110.599999999967,12400.0,12400.0,4376.456,0.01530941,2024-08
511,511,RUNEUSDT,,Api-hs1,,,,,2024-08-05 04:53:01,0.01026209,0.2681,-0.0536,5.595,2024-08-05 04:53:39,5.609,0 days 00:00:38,LONG,0.25,0.0,0.0,3.999999999999772,6114.599999999967,400.0,400.0,4481.6,0.0156772,2024-08
512,512,RUNEUSDT,,Api-hs1,,,,,2024-08-05 05:04:02,0.01007846,0.2912,0.0182,5.495,2024-08-05 05:04:08,5.509,0 days 00:00:06,LONG,0.25,0.0,0.0,4.099999999999681,6118.699999999966,400.0,400.0,4401.599999999999,0.0153972,2024-08
513,513,TIAUSDT,,Api-hs1,,,,,2024-08-05 06:50:03,0.00761358,0.2704,0.0223,16.6047,2024-08-05 06:50:27,16.6462,0 days 00:00:24,LONG,0.25,0.0,0.0,2.9999999999995453,6121.699999999966,100.0,100.0,3325.09,0.01163159,2024-08
514,514,INJUSDT,,Api-hs1,,,,,2024-08-05 07:31:02,0.00941925,0.2775,-1.1293,41.086,2024-08-05 07:48:00,41.189,0 days 00:16:58,LONG,0.25,0.0,0.0,3.700000000000045,6125.399999999966,50.0,50.0,4113.75,0.01439039,2024-08
515,515,THETAUSDT,,Api-hs1,,,,,2024-08-05 08:00:04,0.1249369,0.8187,-2.1407,3.17196635,2024-08-05 08:09:46,3.14988591,0 days 00:09:42,SHORT,0.7,0.08,0.0,167.4000000000001,6292.799999999967,8590.0,8590.0,54304.710989,0.22273039,2024-08
516,516,BCHUSDT,,Api-hs1,,,,,2024-08-05 08:09:02,0.00994658,0.2489,-0.6384,433.87,2024-08-05 08:10:45,434.95,0 days 00:01:43,LONG,0.25,0.0,0.0,3.899999999999863,6296.699999999966,5.0,5.0,4344.1,0.01519625,2024-08
517,517,MTLUSDT,,Api-hs1,,,,,2024-08-05 12:00:09,0.04957551,0.3542,-0.4492,2.57632619,2024-08-05 12:03:07,2.5673,0 days 00:02:58,SHORT,0.35,0.01,0.0,30.299999999999727,6326.999999999965,4200.0,4200.0,21603.229998,0.07566817,2024-08
518,518,IMXUSDT,,Api-hs1,,,,,2024-08-05 12:51:02,0.00995196,0.2545,-0.1063,3.1036,2024-08-05 13:01:16,3.1114,0 days 00:10:14,LONG,0.25,0.0,0.0,3.899999999999863,6330.899999999965,700.0,700.0,4350.5,0.01521856,2024-08
519,519,MKRUSDT,,Api-hs1,,,,,2024-08-05 14:26:03,0.00971759,462.0,-0.0707,2121.4,2024-08-05 14:27:59,2126.7,0 days 00:01:56,LONG,0.25,0.0,0.0,3.799999999999954,6334.699999999965,1.0,1.0,4248.1,0.0148604,2024-08
520,520,RUNEUSDT,,Api-hs1,,,,,2024-08-05 16:08:17,0.01001702,0.0183,-0.9512,5.467,2024-08-05 16:08:56,5.481,0 days 00:00:39,LONG,0.26,0.0,0.0,4.099999999999681,6338.799999999965,400.0,400.0,4379.2,0.0153188,2024-08
521,521,LINKUSDT,,Api-hs1,,,,,2024-08-05 16:12:02,0.01003394,0.2159,-1.0194,19.914,2024-08-05 16:13:53,19.964,0 days 00:01:51,LONG,0.25,0.0,0.0,3.999999999999772,6342.799999999965,110.0,110.0,4386.58,0.01534477,2024-08
522,522,APTUSDT,,Api-hs1,,,,,2024-08-05 19:18:02,0.01015095,0.2915,-0.1994,13.036,2024-08-05 19:18:13,13.069,0 days 00:00:11,LONG,0.25,0.0,0.0,4.099999999999681,6346.899999999964,170.0,170.0,4437.85,0.01552406,2024-08
523,523,OMGUSDT,,Api-hs1,,,,,2024-08-05 19:20:05,0.01002743,0.2467,-0.0822,1.0946,2024-08-05 19:20:32,1.0973,0 days 00:00:27,LONG,0.25,0.0,0.0,3.899999999999863,6350.799999999964,2000.0,2000.0,4383.8,0.0153352,2024-08
524,524,NEARUSDT,,Api-hs1,,,,,2024-08-05 19:35:09,0.08929501,0.0945,-18.1238,3.82258824,2024-08-05 19:59:22,3.833,0 days 00:24:13,LONG,0.27,0.02,0.0,44.70000000000027,6395.499999999964,5100.0,5100.0,39043.5,0.08443499,2024-08
525,525,ETHUSDT,,Api-hs1,,,,,2024-08-05 19:38:02,0.00954224,0.0,0.0,3472.16,2024-08-05 19:38:07,3480.84,0 days 00:00:05,LONG,0.25,0.0,0.0,3.700000000000045,6399.199999999963,600.0,600.0,4171.8,0.01459348,2024-08
526,526,TIAUSDT,,Api-hs1,,,,,2024-08-05 19:40:02,0.00723492,0.0,0.0,15.7958,2024-08-05 19:40:03,15.8353,0 days 00:00:01,LONG,0.25,0.0,0.0,2.799999999999727,6401.999999999964,100.0,100.0,3163.11,0.01106495,2024-08
527,527,ATOMUSDT,,Api-hs1,,,,,2024-08-05 19:54:03,0.01001522,0.0,0.0,11.756,2024-08-05 19:54:05,11.785,0 days 00:00:02,LONG,0.25,0.0,0.0,3.899999999999863,6405.899999999963,186.0,186.0,4378.626,0.0153171,2024-08
528,528,IMXUSDT,,Api-hs1,,,,,2024-08-05 19:56:09,0.034187,0.0,0.0,2.57382414,2024-08-05 19:56:27,2.5803,0 days 00:00:18,LONG,0.25,0.01,0.0,15.199999999999818,6421.099999999963,2900.0,2900.0,14946.96,0.03624792,2024-08
529,529,XRPUSDT,,Api-hs1,,,,,2024-08-05 19:58:17,0.01004012,0.0,0.0,0.5564,2024-08-05 19:58:25,0.5578,0 days 00:00:08,LONG,0.25,0.0,0.0,3.999999999999772,6425.099999999963,3940.0,3940.0,4389.947999999999,0.01535653,2024-08
530,530,ALGOUSDT,,Api-hs1,,,,,2024-08-05 20:00:50,0.00999004,0.0,0.0,0.2184,2024-08-05 20:00:51,0.2189,0 days 00:00:01,LONG,0.23,0.0,0.0,3.500000000000227,6428.599999999963,9990.0,9990.0,4368.627,0.0152827,2024-08
531,531,MKRUSDT,,Api-hs1,,,,,2024-08-05 20:04:46,0.00974727,0.2945,-0.1602,1935.3,2024-08-05 20:05:05,1940.1,0 days 00:00:19,LONG,0.25,0.0,0.0,3.799999999999954,6432.399999999963,1100.0,1100.0,4262.94,0.01491236,2024-08
532,532,BCHUSDT,,Api-hs1,,,,,2024-08-05 20:11:01,0.02002987,0.3102,-0.1712,373.9,2024-08-05 20:11:30,374.95,0 days 00:00:29,LONG,0.28,0.0,0.0,9.199999999999593,6441.599999999963,11700.0,11700.0,8761.545,0.03064698,2024-08
533,533,ETHUSDT,,Api-hs1,,,,,2024-08-05 20:18:04,0.02028452,0.2821,0.0289,3408.02538462,2024-08-05 20:18:09,3417.57,0 days 00:00:05,LONG,0.28,0.0,0.0,9.2999999999995,6450.899999999962,1300.0,1300.0,8873.274000000001,0.03103784,2024-08
534,534,LINKUSDT,,Api-hs1,,,,,2024-08-05 20:30:03,0.03000577,0.3013,-0.0931,18.256,2024-08-05 20:30:40,18.311,0 days 00:00:37,LONG,0.3,0.01,0.0,15.199999999999818,6466.099999999962,359.0,359.0,13127.553,0.04591681,2024-08
535,535,ADAUSDT,,Api-hs1,,,,,2024-08-05 20:32:58,0.06014487,0.1065,-4.7184,0.65038515,2024-08-05 20:47:27,0.6524,0 days 00:14:29,LONG,0.31,0.02,0.0,33.50000000000023,6499.599999999962,20200.0,20200.0,26316.26,0.07234251,2024-08
536,536,INJUSDT,,Api-hs1,,,,,2024-08-05 20:41:07,0.0094339,0.0,0.0,34.345,2024-08-05 20:46:09,34.431,0 days 00:05:02,LONG,0.25,0.0,0.0,3.700000000000045,6503.299999999962,60.0,60.0,4126.56,0.01443522,2024-08
537,537,TRBUSDT,,Api-hs1,,,,,2024-08-05 20:45:08,0.02989447,321.0,0.0015,93.28657143,2024-08-05 20:45:20,93.567,0 days 00:00:12,LONG,0.3,0.01,0.0,15.099999999999907,6518.399999999961,70.0,70.0,13079.750000000002,0.04574968,2024-08
538,538,CTSIUSDT,,Api-hs1,,,,,2024-08-05 21:00:13,0.03006996,0.3598,-0.2099,0.3335,2024-08-05 21:01:03,0.3345,0 days 00:00:50,LONG,0.3,0.01,0.0,15.099999999999907,6533.499999999961,19700.0,19700.0,13159.6,0.04602904,2024-08
539,539,APTUSDT,,Api-hs1,,,,,2024-08-05 22:25:02,0.01006039,0.2475,-116.0,12.931,2024-08-05 22:26:19,12.963,0 days 00:01:17,LONG,0.25,0.0,0.0,3.899999999999863,6537.3999999999605,170.0,170.0,4401.98,0.01539875,2024-08
540,540,UNIUSDT,,Api-hs1,,,,,2024-08-06 02:28:02,0.01152801,0.2461,-0.1985,12.595,2024-08-06 02:31:17,12.626,0 days 00:03:15,LONG,0.25,0.0,0.0,4.400000000000545,6541.799999999961,200.0,200.0,5044.2,0.0176454,2024-08
541,541,ETCUSDT,,Api-hs1,,,,,2024-08-06 07:04:01,0.01004413,0.2571,-113.0,35.4,2024-08-06 07:04:44,35.489,0 days 00:00:43,LONG,0.25,0.0,0.0,3.999999999999772,6545.799999999961,62.0,62.0,4395.118,0.01537463,2024-08
542,542,INJUSDT,,Api-hs1,,,,,2024-08-06 09:57:03,0.01049427,0.3218,-0.0131,38.22,2024-08-06 09:57:22,38.316,0 days 00:00:19,LONG,0.25,0.0,0.0,4.199999999999591,6549.999999999961,60.0,60.0,4592.16,0.01606392,2024-08
543,543,ICPUSDT,,Api-hs1,,,,,2024-08-06 10:00:13,0.01302285,0.2741,-0.0562,14.229,2024-08-06 10:00:28,14.265,0 days 00:00:15,LONG,0.25,0.0,0.0,5.199999999999818,6555.199999999961,200.0,200.0,5698.8,0.019935,2024-08
544,544,GRTUSDT,,Api-hs1,,,,,2024-08-06 12:25:02,0.01002162,0.3262,-0.0521,0.28816,2024-08-06 12:26:03,0.28902,0 days 00:01:01,LONG,0.3,0.0,0.0,5.0,6560.199999999961,7600.0,7600.0,4386.567999999999,0.01534318,2024-08
545,545,OMGUSDT,,Api-hs1,,,,,2024-08-06 18:47:02,0.00998438,0.3102,-0.7841,1.1606,2024-08-06 19:06:07,1.1641,0 days 00:19:05,LONG,0.3,0.0,0.0,5.099999999999909,6565.299999999961,1880.0,1880.0,4370.436,0.01528665,2024-08
546,546,NEARUSDT,,Api-hs1,,,,,2024-08-06 20:28:03,0.00953422,0.3072,-0.1344,5.209,2024-08-06 20:28:21,5.225,0 days 00:00:18,LONG,0.31,0.0,0.0,4.900000000000091,6570.199999999961,400.0,400.0,4173.599999999999,0.01459799,2024-08
547,547,ETHUSDT,,Api-hs1,,,,,2024-08-07 01:09:01,0.01040651,0.3298,-276.0,3790.46,2024-08-07 01:12:40,3801.83,0 days 00:03:39,LONG,0.3,0.0,0.0,5.199999999999818,6575.3999999999605,600.0,600.0,4555.374,0.01593357,2024-08
548,548,DYDXUSDT,,Api-hs1,,,,,2024-08-07 02:26:04,0.01004396,0.3444,-0.5904,4.065,2024-08-07 02:33:10,4.077,0 days 00:07:06,LONG,0.3,0.0,0.0,4.900000000000091,6580.299999999961,540.0,540.0,4396.68,0.01537866,2024-08
549,549,DOGEUSDT,,Api-hs1,,,,,2024-08-07 03:38:01,0.01998259,0.2212,-4.6318,0.15216895,2024-08-07 08:03:45,0.15263,0 days 04:25:44,LONG,0.3,0.0,-0.01226525,9.600000000000364,6589.899999999961,28700.0,28700.0,8747.73,0.02404392,2024-08
550,550,BATUSDT,,Api-hs1,,,,,2024-08-07 03:40:03,0.01001671,0.3341,-0.6075,0.3292,2024-08-07 03:48:52,0.3302,0 days 00:08:49,LONG,0.3,0.0,0.0,5.099999999999909,6594.999999999962,6650.0,6650.0,4385.01,0.01533756,2024-08
551,551,NEOUSDT,,Api-hs1,,,,,2024-08-07 05:42:03,0.00997316,0.3005,-0.1082,16.639,2024-08-07 05:43:03,16.689,0 days 00:01:00,LONG,0.3,0.0,0.0,5.0,6599.999999999962,131.0,131.0,4365.968,0.01527105,2024-08
552,552,DASHUSDT,,Api-hs1,,,,,2024-08-07 05:44:17,0.01000668,0.3127,-0.86,38.37,2024-08-07 06:17:02,38.49,0 days 00:32:45,LONG,0.31,0.0,0.0,5.299999999999727,6605.299999999961,56.99999999999999,56.99999999999999,4381.02,0.01532331,2024-08
553,553,SXPUSDT,,Api-hs1,,,,,2024-08-07 10:38:15,0.00999187,0.3125,-0.3958,0.48,2024-08-07 11:04:26,0.4814,0 days 00:26:11,LONG,0.29,0.0,0.0,4.800000000000182,6610.099999999961,4550.0,4550.0,4374.37,0.01530074,2024-08
554,554,NEOUSDT,,Api-hs1,,,,,2024-08-07 10:42:04,0.00997883,0.3303,-0.9189,16.65,2024-08-07 10:47:56,16.7,0 days 00:05:52,LONG,0.3,0.0,0.0,5.0,6615.099999999961,131.0,131.0,4368.849999999999,0.01528115,2024-08
555,555,RUNEUSDT,,Api-hs1,,,,,2024-08-07 13:12:01,0.01081301,0.3723,-0.1015,5.909,2024-08-07 13:13:24,5.927,0 days 00:01:23,LONG,0.3,0.0,0.0,5.499999999999545,6620.59999999996,400.0,400.0,4734.400000000001,0.0165596,2024-08
556,556,IOTAUSDT,,Api-hs1,,,,,2024-08-07 14:47:01,0.00999314,0.2948,0.0295,0.3392,2024-08-07 14:47:05,0.3402,0 days 00:00:04,LONG,0.29,0.0,0.0,4.900000000000091,6625.49999999996,6440.000000000001,6440.000000000001,4375.336,0.01530401,2024-08
557,557,APTUSDT,,Api-hs1,,,,,2024-08-07 18:32:02,0.10012126,1.4563,-0.3262,13.184,2024-08-07 18:56:05,13.31346386,0 days 00:24:03,LONG,0.98,0.09,0.0,196.29999999999995,6821.79999999996,1660.0000000000002,1660.0000000000002,43985.78999999999,0.18598334,2024-08
558,558,LTCUSDT,,Api-hs1,,,,,2024-08-07 19:04:02,0.10000619,0.5516,-304.0,88.83,2024-08-07 19:17:48,88.53401949,0 days 00:13:46,SHORT,0.33,0.02,0.0,51.69999999999959,6873.49999999996,246.3,246.3,43684.758,0.21190059,2024-08
559,559,XTZUSDT,,Api-hs1,,,,,2024-08-07 19:08:02,0.09998485,876.0,-1.752,1.484,2024-08-07 19:24:19,1.47259837,0 days 00:16:17,SHORT,0.77,0.07,0.0,147.59999999999994,7021.09999999996,14740.0,14740.0,43580.26,0.2048918,2024-08
560,560,BATUSDT,,Api-hs1,,,,,2024-08-07 19:18:02,0.09995338,0.9298,-0.8735,0.3549,2024-08-07 19:24:22,0.35303393,0 days 00:06:20,SHORT,0.53,0.04,0.0,94.50000000000044,7115.59999999996,61629.99999999999,61629.99999999999,43629.967904,0.20511587,2024-08
561,561,RUNEUSDT,,Api-hs1,,,,,2024-08-08 10:58:01,0.01048888,0.3133,-235.0,7.66,2024-08-08 10:58:26,7.683,0 days 00:00:25,LONG,0.3,0.0,0.0,5.299999999999727,7120.89999999996,300.0,300.0,4602.900000000001,0.0160998,2024-08
562,562,IMXUSDT,,Api-hs1,,,,,2024-08-08 15:33:26,0.01041144,0.1135,-0.3253,3.2587,2024-08-08 15:33:42,3.2685,0 days 00:00:16,LONG,0.3,0.0,0.0,5.299999999999727,7126.199999999959,700.0,700.0,4569.04,0.01598135,2024-08
563,563,GMTUSDT,,Api-hs1,,,,,2024-08-08 16:15:08,0.03001176,0.3814,-0.3814,0.2884,2024-08-08 16:16:51,0.2894,0 days 00:01:43,LONG,0.35,0.01,0.0,18.2000000000005,7144.39999999996,22800.0,22800.0,13173.840000000002,0.04607424,2024-08
564,564,AVAXUSDT,,Api-hs1,,,,,2024-08-08 16:27:02,0.01914206,0.3362,-0.6843,41.943,2024-08-08 16:36:25,42.081,0 days 00:09:23,LONG,0.33,0.0,0.0,10.900000000000318,7155.29999999996,100.0,100.0,8402.4,0.0293877,2024-08
565,565,ATOMUSDT,,Api-hs1,,,,,2024-08-08 16:34:02,0.02001606,0.3371,-0.1149,13.053,2024-08-08 16:35:35,13.096,0 days 00:01:33,LONG,0.33,0.01,0.0,11.399999999999864,7166.69999999996,336.0,336.0,8786.064,0.03072955,2024-08
566,566,DOGEUSDT,,Api-hs1,,,,,2024-08-08 21:56:03,0.0099792,0.3199,-0.2233,0.16567,2024-08-08 22:00:00,0.16617,0 days 00:03:57,LONG,0.3,0.0,0.0,5.099999999999909,7171.799999999959,13200.0,13200.0,4380.2880000000005,0.0153211,2024-08
567,567,LPTUSDT,,Api-hs1,,,,,2024-08-08 22:00:05,0.04988742,0.4006,-0.4291,23.26019149,2024-08-08 22:01:18,23.167,0 days 00:01:13,SHORT,0.4,0.02,0.0,36.20000000000005,7207.999999999959,470.0,470.0,21820.78,0.07643843,2024-08
568,568,FTMUSDT,,Api-hs1,,,,,2024-08-08 22:50:03,0.00994724,322.0,-0.1486,0.8075,2024-08-08 22:59:09,0.8099,0 days 00:09:06,LONG,0.3,0.0,0.0,5.0,7212.999999999959,2700.0,2700.0,4366.9800000000005,0.01527471,2024-08
569,569,LPTUSDT,,Api-hs1,,,,,2024-08-08 23:00:04,0.05022911,0.5128,-1.1137,23.42412766,2024-08-08 23:04:33,23.33,0 days 00:04:29,SHORT,0.4,0.02,0.0,36.499999999999766,7249.499999999959,470.0,470.0,21974.44,0.0769769,2024-08
570,570,FILUSDT,,Api-hs1,,,,,2024-08-08 23:36:01,0.00991153,0.3235,-0.0874,11.436,2024-08-08 23:38:03,11.47,0 days 00:02:02,LONG,0.3,0.0,0.0,4.900000000000091,7254.39999999996,190.0,190.0,4352.14,0.0152228,2024-08
571,571,FTMUSDT,,Api-hs1,,,,,2024-08-09 00:38:02,0.00994143,0.3717,-0.1982,0.8072,2024-08-09 00:41:07,0.8096,0 days 00:03:05,LONG,0.3,0.0,0.0,5.0,7259.39999999996,2700.0,2700.0,4365.36,0.01526904,2024-08
572,572,LPTUSDT,,Api-hs1,,,,,2024-08-09 01:00:01,0.16799441,2.0229,-10.5579,24.71702685,2024-08-09 01:40:50,24.618,0 days 00:40:49,SHORT,0.4,0.06,0.0,129.60000000000036,7388.99999999996,1490.0,1490.0,73509.19,0.17969539,2024-08
573,573,LPTUSDT,,Api-hs1,,,,,2024-08-09 02:00:02,0.04951686,0.4213,-0.6036,24.686,2024-08-09 02:02:03,24.587,0 days 00:02:01,SHORT,0.4,0.02,0.0,36.00000000000023,7424.99999999996,440.00000000000006,440.00000000000006,21680.12,0.07594576,2024-08
574,574,LPTUSDT,,Api-hs1,,,,,2024-08-09 03:00:02,0.07482953,0.1687,-2.998,25.65134375,2024-08-09 03:04:14,25.548,0 days 00:04:12,SHORT,0.4,0.03,0.0,56.29999999999996,7481.29999999996,640.0,640.0,32767.58,0.09840952,2024-08
575,575,LPTUSDT,,Api-hs1,,,,,2024-08-09 04:00:11,0.11441824,1.0377,-2.6377,25.62096262,2024-08-09 04:44:25,25.38443925,0 days 00:44:14,SHORT,0.92,0.11,0.0,231.8999999999994,7713.19999999996,1070.0,980.0,54575.780001,0.21155115,2024-08
576,576,IMXUSDT,,Api-hs1,,,,,2024-08-09 05:10:02,0.0107192,0.3032,-0.1873,3.3641,2024-08-09 05:21:24,3.3742,0 days 00:11:22,LONG,0.3,0.0,0.0,5.399999999999636,7718.599999999959,700.0,700.0,4716.81,0.01649823,2024-08
577,577,LPTUSDT,,Api-hs1,,,,,2024-08-09 06:00:08,0.05001786,407.0,-0.0822,25.554,2024-08-09 06:00:54,25.452,0 days 00:00:46,SHORT,0.4,0.02,0.0,36.20000000000005,7754.799999999959,430.0,430.0,21932.58,0.07682982,2024-08
578,578,LPTUSDT,,Api-hs1,,,,,2024-08-09 07:00:06,0.05020206,0.4506,-0.4928,25.6525814,2024-08-09 07:04:04,25.55,0 days 00:03:58,SHORT,0.4,0.02,0.0,36.39999999999986,7791.199999999959,430.0,430.0,22017.110002,0.07712604,2024-08
579,579,LPTUSDT,,Api-hs1,,,,,2024-08-09 08:00:11,0.04972863,0.3997,-0.6572,26.02,2024-08-09 08:01:05,25.916,0 days 00:00:54,SHORT,0.4,0.02,0.0,36.00000000000023,7827.199999999959,420.0,420.0,21813.12,0.07641144,2024-08
580,580,THETAUSDT,,Api-hs1,,,,,2024-08-09 10:07:01,0.00993976,0.4137,-1.9739,3.1663,2024-08-09 10:51:11,3.1758,0 days 00:44:10,LONG,0.3,0.0,0.0,5.0,7832.199999999959,690.0,690.0,4376.049,0.01530633,2024-08
581,581,UNIUSDT,,Api-hs1,,,,,2024-08-09 10:10:01,0.01288816,0.4095,-1.9486,14.164,2024-08-09 11:23:39,14.206,0 days 01:13:38,LONG,0.3,0.0,0.0,6.399999999999864,7838.5999999999585,200.0,200.0,5674.0,0.0198464,2024-08
582,582,ICPUSDT,,Api-hs1,,,,,2024-08-09 10:18:01,0.00677848,302.0,-0.1477,14.899,2024-08-09 10:20:21,14.944,0 days 00:02:20,LONG,0.3,0.0,0.0,3.500000000000227,7842.0999999999585,100.0,100.0,2984.3,0.0104383,2024-08
583,583,IOTAUSDT,,Api-hs1,,,,,2024-08-09 10:22:03,0.01000142,0.2989,-0.2989,0.3346,2024-08-09 10:24:33,0.3356,0 days 00:02:30,LONG,0.3,0.0,0.0,5.0,7847.0999999999585,6570.0,6570.0,4403.214,0.01540139,2024-08
584,584,DASHUSDT,,Api-hs1,,,,,2024-08-09 10:24:03,0.01000469,0.3007,-0.4761,39.91,2024-08-09 10:30:55,40.03,0 days 00:06:52,LONG,0.3,0.0,0.0,5.099999999999909,7852.199999999959,55100.0,55100.0,4404.694,0.0154065,2024-08
585,585,BCHUSDT,,Api-hs1,,,,,2024-08-09 10:27:02,0.00998232,0.2998,-0.6113,430.23,2024-08-09 10:29:17,431.52,0 days 00:02:15,LONG,0.3,0.0,0.0,5.0,7857.199999999959,5100.0,5100.0,4394.925,0.01537236,2024-08
586,586,BCHUSDT,,Api-hs1,,,,,2024-08-09 10:32:08,0.01006918,0.3172,-538.0,425.65,2024-08-09 10:33:43,426.93,0 days 00:01:35,LONG,0.3,0.0,0.0,5.099999999999909,7862.299999999959,5200.0,5200.0,4433.415999999999,0.01550697,2024-08
587,587,RUNEUSDT,,Api-hs1,,,,,2024-08-09 14:03:02,0.01009299,0.2975,-0.2839,7.396,2024-08-09 14:06:10,7.418,0 days 00:03:08,LONG,0.3,0.0,0.0,5.0,7867.299999999959,300.0,300.0,4444.2,0.0155448,2024-08
588,588,ALICEUSDT,,Api-hs1,,,,,2024-08-09 14:23:07,0.00997703,0.2845,-0.1422,2.109,2024-08-09 14:25:43,2.115,0 days 00:02:36,LONG,0.28,0.0,0.0,4.700000000000273,7871.99999999996,1040.0,1040.0,4392.96,0.015366,2024-08
589,589,FILUSDT,,Api-hs1,,,,,2024-08-09 16:06:01,0.01005524,0.3167,-0.1176,11.053,2024-08-09 16:07:50,11.086,0 days 00:01:49,LONG,0.3,0.0,0.0,5.099999999999909,7877.09999999996,200.0,200.0,4427.8,0.0154874,2024-08
590,590,OMGUSDT,,Api-hs1,,,,,2024-08-09 16:43:06,0.00998694,0.3001,-0.2,1.1998,2024-08-09 16:45:21,1.2034,0 days 00:02:15,LONG,0.3,0.0,0.0,5.0,7882.09999999996,1830.0,1830.0,4397.856,0.01538261,2024-08
591,591,INJUSDT,,Api-hs1,,,,,2024-08-09 17:16:02,0.00926515,0.3093,-0.2013,40.74,2024-08-09 17:19:41,40.862,0 days 00:03:39,LONG,0.3,0.0,0.0,4.700000000000273,7886.799999999961,50.0,50.0,4080.1,0.0142712,2024-08
